name,userName,ticker,reports,quarters,points,pointsPerEstimate,errorRate,accuracy
Scott Hendricks,shendricks,ELY,Feb 9,23,265,11.5,0.22,0.53
Scott Hendricks,shendricks,YUM,Feb 10,23,287,12.5,0.08,0.56
Scott Hendricks,shendricks,MO,Jan 27,23,193,8.4,0.03,0.53
Scott Hendricks,shendricks,GRMN,Feb 23,23,524,22.8,0.09,0.73
Scott Hendricks,shendricks,OLN,Feb 8,23,246,10.7,0.22,0.59
Rob Ford,Old_Mayor,AMZN,Feb 3,26,460,17.7,0.23,0.67
Rob Ford,Old_Mayor,AAPL,Feb 1,26,510,19.6,0.04,0.66
Rob Ford,Old_Mayor,FB,Feb 2,26,484,18.6,0.06,0.62
Rob Ford,Old_Mayor,SBUX,Jan 27,26,301,11.6,0.04,0.57
Rob Ford,Old_Mayor,CMG,Feb 8,25,494,19.8,0.07,0.70
Rob Ford,Old_Mayor,MBUU,Feb 10,25,499,20,0.11,0.66
Rob Ford,Old_Mayor,SPLK,Mar 3,25,309,12.4,0.20,0.52
Rob Ford,Old_Mayor,GPRO,Feb 3,25,292,11.7,0.24,0.62
Rob Ford,Old_Mayor,V,Feb 3,25,378,15.1,0.02,0.61
Rob Ford,Old_Mayor,TWTR,Feb 10,25,221,8.8,0.21,0.51
Rob Ford,Old_Mayor,NLS,Feb 21,25,143,5.7,0.25,0.48
Rob Ford,Old_Mayor,PYPL,Feb 2,25,321,12.8,0.03,0.56
Rob Ford,Old_Mayor,OLN,Feb 8,25,195,7.8,0.22,0.58
Rob Ford,Old_Mayor,CLAR,Mar 14,25,244,9.8,0.28,0.53
Rob Ford,Old_Mayor,FL,Feb 25,25,225,9,0.10,0.59
Rob Ford,Old_Mayor,AER,Feb 17,25,317,12.7,0.10,0.64
Rob Ford,Old_Mayor,WMT,Feb 17,25,365,14.6,0.03,0.62
Rob Ford,Old_Mayor,HIBB,Mar 11,25,254,10.2,0.16,0.65
Rob Ford,Old_Mayor,DECK,Feb 3,25,383,15.3,0.16,0.62
Rob Ford,Old_Mayor,HPQ,Feb 23,25,338,13.5,0.04,0.61
Rob Ford,Old_Mayor,MSFT,Jan 27,25,573,22.9,0.04,0.69
Rob Ford,Old_Mayor,YELP,Feb 9,25,334,13.4,0.34,0.59
Rob Ford,Old_Mayor,HLT,Feb 16,25,336,13.4,0.13,0.58
Rob Ford,Old_Mayor,CHDN,Mar 2,24,359,15,0.20,0.56
Rob Ford,Old_Mayor,THS,Feb 10,24,129,5.4,0.08,0.51
Rob Ford,Old_Mayor,TAP,Feb 24,24,255,10.6,0.16,0.55
Rob Ford,Old_Mayor,TXRH,Feb 22,24,171,7.1,0.11,0.50
Rob Ford,Old_Mayor,FLO,Feb 9,24,278,11.6,0.05,0.52
Rob Ford,Old_Mayor,CAKE,Feb 23,24,105,4.4,0.11,0.47
Rob Ford,Old_Mayor,SGMS,Feb 24,24,160,6.7,0.33,0.53
AAFED,AAFED,CRM,Mar 1,12,224,18.7,0.12,0.52
AAFED,AAFED,MCD,Jan 24,11,144,13.1,0.04,0.63
AAFED,AAFED,COP,Feb 3,11,108,9.9,0.15,0.56
AAFED,AAFED,EAT,Feb 2,11,5,0.5,0.20,0.50
AAFED,AAFED,DVN,Feb 15,11,173,15.7,0.28,0.60
AAFED,AAFED,GT,Feb 8,11,122,11.1,0.29,0.60
AAFED,AAFED,LUV,Jan 27,11,175,15.9,0.11,0.64
AAFED,AAFED,TWTR,Feb 10,11,101,9.2,0.25,0.56
AAFED,AAFED,NOW,Jan 26,11,226,20.5,0.04,0.60
AAFED,AAFED,CNX,Feb 1,11,108,9.8,0.58,0.55
AAFED,AAFED,AMC,Mar 3,11,92,8.4,0.25,0.59
AAFED,AAFED,DIS,Feb 8,11,157,14.3,0.27,0.63
AAFED,AAFED,NFLX,Jan 18,11,101,9.2,0.11,0.61
AAFED,AAFED,WMB,Feb 16,11,114,10.4,0.08,0.58
AAFED,AAFED,APA,Feb 24,11,140,12.7,0.27,0.65
AAFED,AAFED,BIDU,Feb 24,11,200,18.2,0.14,0.61
AAFED,AAFED,ITRI,Mar 2,11,116,10.5,0.21,0.57
AAFED,AAFED,NLS,Feb 21,11,81,7.4,0.40,0.59
AAFED,AAFED,CSCO,Feb 16,11,245,22.3,0.01,0.68
AAFED,AAFED,HZO,Jan 26,11,-11,-1,0.25,0.35
AAFED,AAFED,BWA,Feb 10,11,227,20.6,0.11,0.67
AAFED,AAFED,FB,Feb 2,11,159,14.5,0.07,0.58
AAFED,AAFED,FL,Feb 25,11,134,12.2,0.19,0.56
AAFED,AAFED,ZG,Feb 10,11,198,18,0.25,0.62
AAFED,AAFED,AGIO,Feb 17,11,74,6.7,0.29,0.59
AAFED,AAFED,AES,Mar 2,11,131,11.9,0.09,0.54
AAFED,AAFED,MGM,Feb 17,11,117,10.6,0.26,0.61
AAFED,AAFED,K,Feb 10,11,214,19.5,0.04,0.59
AAFED,AAFED,YELP,Feb 9,11,161,14.6,0.33,0.58
AAFED,AAFED,FFIV,Jan 26,11,177,16.1,0.03,0.54
larrylai,larrylai,GOOGL,Feb 2,28,466,16.7,0.06,0.59
larrylai,larrylai,DIS,Feb 8,27,300,11.1,0.11,0.54
larrylai,larrylai,FB,Feb 2,27,424,15.7,0.07,0.57
larrylai,larrylai,TSLA,Feb 2,27,342,12.7,0.27,0.61
larrylai,larrylai,AAPL,Feb 1,27,452,16.7,0.04,0.64
larrylai,larrylai,SPLK,Mar 3,25,554,22.2,0.14,0.69
larrylai,larrylai,MA,Feb 3,23,388,16.9,0.03,0.61
larrylai,larrylai,TWTR,Feb 10,23,338,14.7,0.19,0.57
larrylai,larrylai,AMZN,Feb 3,23,343,14.9,0.23,0.60
larrylai,larrylai,GPRO,Feb 3,23,222,9.7,0.26,0.58
larrylai,larrylai,BIDU,Feb 24,23,381,16.6,0.13,0.53
larrylai,larrylai,SBUX,Jan 27,23,248,10.8,0.04,0.55
larrylai,larrylai,CSCO,Feb 16,23,427,18.6,0.02,0.62
larrylai,larrylai,BB,Dec 16,22,396,18,0.33,0.57
larrylai,larrylai,QCOM,Feb 2,22,358,16.3,0.07,0.51
larrylai,larrylai,EBAY,Feb 2,22,389,17.7,0.02,0.63
larrylai,larrylai,V,Feb 3,22,445,20.2,0.02,0.64
larrylai,larrylai,MCD,Jan 24,22,369,16.8,0.03,0.63
larrylai,larrylai,WYNN,Feb 10,22,184,8.4,0.19,0.56
larrylai,larrylai,MSFT,Jan 27,22,468,21.3,0.04,0.64
larrylai,larrylai,ZNGA,Feb 9,22,143,6.5,0.37,0.43
larrylai,larrylai,WMT,Feb 17,22,338,15.4,0.03,0.57
larrylai,larrylai,TXN,Jan 26,21,294,14,0.04,0.56
larrylai,larrylai,DPZ,Feb 24,21,255,12.1,0.05,0.55
larrylai,larrylai,WEN,Feb 24,21,284,13.5,0.07,0.59
larrylai,larrylai,BKNG,Mar 2,21,295,14,0.06,0.59
larrylai,larrylai,SWBI,Mar 3,21,193,9.2,0.22,0.54
larrylai,larrylai,EA,Feb 1,21,434,20.7,0.12,0.65
larrylai,larrylai,DDD,Mar 2,21,161,7.7,0.35,0.54
larrylai,larrylai,MGM,Feb 17,21,260,12.4,0.24,0.56
Stephanie Benjamin,Suntrust_105,CPRT,Feb 22,6,28,4.7,0.13,0.48
Stephanie Benjamin,Suntrust_105,PAG,Feb 10,5,38,7.6,0.17,0.56
Stephanie Benjamin,Suntrust_105,ABG,Feb 8,5,58,11.6,0.11,0.53
Stephanie Benjamin,Suntrust_105,AN,Feb 4,5,38,7.6,0.18,0.50
Stephanie Benjamin,Suntrust_105,LKQ,Feb 24,5,25,5,0.15,0.39
Stephanie Benjamin,Suntrust_105,ATSG,Mar 7,5,43,8.6,0.14,0.31
Stephanie Benjamin,Suntrust_105,R,Feb 16,5,-25,-5,0.26,0.22
Stephanie Benjamin,Suntrust_105,SAIA,Feb 4,5,9,1.8,0.08,0.58
Stephanie Benjamin,Suntrust_105,VVV,Feb 9,5,77,15.4,0.09,0.56
Stephanie Benjamin,Suntrust_105,LSTR,Jan 26,4,108,24,0.08,0.73
Stephanie Benjamin,Suntrust_105,MNRO,Feb 3,4,-13,-3.3,0.15,0.49
Stephanie Benjamin,Suntrust_105,XPO,Feb 23,3,42,14,0.06,0.53
Stephanie Benjamin,Suntrust_105,KAR,Feb 22,3,70,23.3,0.05,0.75
Stephanie Benjamin,Suntrust_105,AAWW,Feb 24,3,-17,-5.7,0.13,0.25
Stephanie Benjamin,Suntrust_105,IAA,Mar 23,2,15,6,0.05,0.44
Analyst_1797915,Analyst_1797915,AAWW,Feb 24,1,-8,-8,0.14,0.43
PM,PM,LAD,Feb 16,22,115,5.2,0.10,0.47
PM,PM,INTC,Jan 26,22,322,14.6,0.08,0.55
PM,PM,BC,Jan 27,22,104,4.7,0.09,0.44
PM,PM,LVS,Jan 26,22,44,2,0.24,0.45
PM,PM,AAPL,Feb 1,22,424,19.3,0.06,0.60
PM,PM,PNR,Feb 1,22,285,13,0.06,0.52
PM,PM,FB,Feb 2,22,211,9.6,0.09,0.45
PM,PM,MSFT,Jan 27,22,343,15.6,0.06,0.56
PM,PM,CVX,Jan 28,22,202,9.2,0.23,0.53
PM,PM,JJSF,Jan 24,22,183,8.3,0.17,0.53
PM,PM,MA,Feb 3,22,325,14.8,0.04,0.55
PM,PM,TRIP,Feb 16,21,150,7.1,0.25,0.45
PM,PM,PXD,Feb 8,21,172,8.2,0.24,0.55
PM,PM,MRO,Feb 16,21,205,9.8,0.26,0.48
PM,PM,NFLX,Jan 18,21,227,10.6,0.10,0.53
PM,PM,TSLA,Feb 2,21,269,12.8,0.29,0.57
PM,PM,SEAS,Mar 1,21,179,8.5,0.25,0.54
PM,PM,BKNG,Mar 2,21,254,12.1,0.16,0.51
PM,PM,WYNN,Feb 10,21,174,8.3,0.24,0.51
PM,PM,MDLZ,Feb 2,21,277,13.2,0.03,0.56
PM,PM,FMC,Feb 9,21,193,9.2,0.07,0.50
PM,PM,LEG,Feb 7,21,203,9.7,0.06,0.54
PM,PM,WWW,Feb 23,21,144,6.9,0.13,0.38
PM,PM,CHH,Feb 16,21,357,17,0.08,0.62
PM,PM,MNST,Mar 2,21,250,11.9,0.05,0.60
PM,PM,MAR,Feb 16,21,116,5.5,0.18,0.46
PM,PM,ALSN,Feb 7,21,279,13.3,0.13,0.54
PM,PM,CMCSA,Jan 27,21,498,23.7,0.03,0.68
PM,PM,RCL,Feb 2,21,256,12.2,0.15,0.53
PM,PM,BWA,Feb 10,21,288,13.7,0.08,0.56
dalton,dalton,NFLX,Jan 18,20,230,11.5,0.10,0.55
dalton,dalton,JBLU,Jan 27,20,173,8.7,0.05,0.54
dalton,dalton,TSLA,Feb 2,20,322,16.1,0.25,0.68
dalton,dalton,PEP,Feb 10,20,401,20.1,0.02,0.62
dalton,dalton,MSFT,Jan 27,20,452,22.6,0.05,0.69
dalton,dalton,PM,Feb 3,19,294,15.5,0.04,0.63
dalton,dalton,GOOGL,Feb 2,19,327,17.2,0.07,0.65
dalton,dalton,DIS,Feb 8,19,317,16.7,0.15,0.62
dalton,dalton,CMCSA,Jan 27,19,506,26.6,0.03,0.69
dalton,dalton,DPZ,Feb 24,18,295,16.4,0.04,0.67
dalton,dalton,QCOM,Feb 2,18,316,17.6,0.06,0.59
dalton,dalton,SBUX,Jan 27,18,310,17.2,0.04,0.68
dalton,dalton,CMG,Feb 8,18,331,18.4,0.08,0.70
dalton,dalton,V,Feb 3,18,324,18,0.02,0.61
dalton,dalton,AAPL,Feb 1,18,310,17.2,0.05,0.64
dalton,dalton,HA,Jan 25,18,280,15.6,0.05,0.64
dalton,dalton,WTS,Feb 14,18,227,12.6,0.04,0.56
dalton,dalton,FMC,Feb 9,18,340,18.9,0.05,0.67
dalton,dalton,JNJ,Jan 25,18,395,21.9,0.02,0.64
dalton,dalton,MCD,Jan 24,18,233,12.9,0.04,0.58
dalton,dalton,KO,Feb 9,18,296,16.4,0.03,0.62
dalton,dalton,PII,Feb 1,18,242,13.4,0.09,0.56
dalton,dalton,GD,Jan 26,18,337,18.7,0.03,0.62
dalton,dalton,DAL,Jan 18,18,304,16.9,0.04,0.64
dalton,dalton,CAKE,Feb 23,18,206,11.4,0.12,0.56
dalton,dalton,TXRH,Feb 22,18,70,3.9,0.12,0.56
dalton,dalton,UAL,Jan 18,18,237,13.2,0.04,0.60
dalton,dalton,MDLZ,Feb 2,18,229,12.7,0.02,0.61
dalton,dalton,CHH,Feb 16,17,304,17.9,0.08,0.57
dalton,dalton,COLM,Feb 10,17,250,14.7,0.12,0.63
loopie,loopie,NFLX,Jan 18,17,303,17.8,0.11,0.66
loopie,loopie,GOOGL,Feb 2,16,257,16.1,0.08,0.56
loopie,loopie,BIDU,Feb 24,16,262,16.4,0.13,0.53
loopie,loopie,AMZN,Feb 3,16,208,13,0.27,0.59
loopie,loopie,AAPL,Feb 1,16,214,13.4,0.04,0.62
loopie,loopie,FB,Feb 2,15,232,15.5,0.06,0.55
loopie,loopie,FFIV,Jan 26,14,214,15.3,0.03,0.57
loopie,loopie,ORCL,Dec 9,14,298,21.3,0.02,0.67
loopie,loopie,IBM,Jan 24,14,222,15.9,0.02,0.62
loopie,loopie,MSFT,Jan 27,14,226,16.1,0.06,0.51
loopie,loopie,CRM,Mar 1,13,329,25.3,0.08,0.58
loopie,loopie,BKNG,Mar 2,12,172,14.3,0.08,0.54
loopie,loopie,DDD,Mar 2,12,165,13.8,0.33,0.61
loopie,loopie,EA,Feb 1,12,210,17.5,0.12,0.57
loopie,loopie,TXN,Jan 26,12,160,13.3,0.07,0.47
loopie,loopie,VMW,Feb 24,11,178,16.2,0.06,0.48
loopie,loopie,TTWO,Feb 9,11,195,17.7,0.17,0.61
loopie,loopie,PYPL,Feb 2,11,260,23.6,0.03,0.67
loopie,loopie,ILMN,Feb 1,11,208,18.9,0.06,0.62
loopie,loopie,PANW,Mar 1,11,194,17.6,0.05,0.52
loopie,loopie,ADBE,Dec 16,11,216,19.6,0.03,0.57
loopie,loopie,HPQ,Feb 23,11,181,16.5,0.04,0.56
loopie,loopie,AVGO,Dec 9,11,231,21,0.02,0.60
loopie,loopie,INTC,Jan 26,10,153,15.3,0.09,0.56
loopie,loopie,TCOM,Dec 15,10,151,15.1,0.24,0.55
loopie,loopie,BB,Dec 16,10,147,14.7,0.32,0.60
loopie,loopie,WOLF,Jan 25,10,225,22.5,0.07,0.59
loopie,loopie,SBUX,Jan 27,10,38,3.8,0.03,0.59
loopie,loopie,BOX,Mar 2,10,212,21.2,0.11,0.61
loopie,loopie,CSCO,Feb 16,10,253,25.3,0.01,0.66
panda_w,panda_w,GOOGL,Feb 2,12,210,17.5,0.08,0.71
panda_w,panda_w,AMZN,Feb 3,11,149,13.5,0.24,0.52
panda_w,panda_w,DIS,Feb 8,11,71,6.5,0.23,0.57
panda_w,panda_w,EBAY,Feb 2,11,259,23.5,0.02,0.62
panda_w,panda_w,AAPL,Feb 1,10,252,25.2,0.05,0.80
panda_w,panda_w,JPM,Jan 14,10,189,18.9,0.08,0.71
panda_w,panda_w,TSLA,Feb 2,10,160,16,0.29,0.66
panda_w,panda_w,NFLX,Jan 18,10,-17,-1.7,0.17,0.29
panda_w,panda_w,TWTR,Feb 10,10,117,11.7,0.17,0.65
panda_w,panda_w,V,Feb 3,10,232,23.2,0.02,0.62
panda_w,panda_w,CMG,Feb 8,10,167,16.7,0.06,0.76
panda_w,panda_w,CRM,Mar 1,10,266,26.6,0.10,0.70
panda_w,panda_w,FICO,Jan 27,9,140,15.6,0.09,0.61
panda_w,panda_w,INTC,Jan 26,9,165,18.3,0.08,0.60
panda_w,panda_w,SHAK,Feb 28,9,141,15.7,0.21,0.70
panda_w,panda_w,ALGN,Feb 3,9,107,11.9,0.19,0.65
panda_w,panda_w,SBUX,Jan 27,9,122,13.6,0.07,0.56
panda_w,panda_w,QCOM,Feb 2,9,100,11.1,0.06,0.50
panda_w,panda_w,SQ,Mar 2,9,143,15.9,0.26,0.63
panda_w,panda_w,AMD,Feb 1,9,118,13.1,0.13,0.65
panda_w,panda_w,MSFT,Jan 27,9,231,25.7,0.05,0.72
panda_w,panda_w,ISRG,Jan 27,9,189,21,0.07,0.71
panda_w,panda_w,BABA,Feb 2,9,159,17.7,0.08,0.67
panda_w,panda_w,WOLF,Jan 25,9,132,14.7,0.12,0.60
panda_w,panda_w,NVDA,Feb 17,9,157,17.4,0.12,0.58
panda_w,panda_w,MRK,Feb 3,9,80,8.9,0.07,0.54
panda_w,panda_w,BIDU,Feb 24,9,113,12.6,0.13,0.57
panda_w,panda_w,PANW,Mar 1,9,70,7.8,0.04,0.42
panda_w,panda_w,SNAP,Feb 8,9,203,22.6,0.17,0.69
panda_w,panda_w,TWLO,Feb 15,9,204,22.7,0.40,0.56
Zilvinas Speteliunas,Spekoliunas,HUBS,Feb 15,19,495,26.1,0.16,0.70
Zilvinas Speteliunas,Spekoliunas,TWLO,Feb 15,19,480,25.3,0.29,0.68
Zilvinas Speteliunas,Spekoliunas,EMKR,Feb 8,19,297,15.6,0.21,0.67
Zilvinas Speteliunas,Spekoliunas,NUAN,Feb 8,19,330,17.4,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,HIMX,Feb 17,19,417,21.9,0.14,0.71
Zilvinas Speteliunas,Spekoliunas,ANET,Feb 17,18,427,23.7,0.05,0.68
Zilvinas Speteliunas,Spekoliunas,CSCO,Feb 16,18,352,19.6,0.01,0.65
Zilvinas Speteliunas,Spekoliunas,TRMB,Feb 9,18,369,20.5,0.05,0.68
Zilvinas Speteliunas,Spekoliunas,DDD,Mar 2,18,127,7.1,0.35,0.55
Zilvinas Speteliunas,Spekoliunas,TRIP,Feb 16,18,181,10.1,0.21,0.55
Zilvinas Speteliunas,Spekoliunas,BB,Dec 16,18,328,18.2,0.29,0.67
Zilvinas Speteliunas,Spekoliunas,QCOM,Feb 2,18,385,21.4,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,UI,Feb 10,18,270,15,0.11,0.54
Zilvinas Speteliunas,Spekoliunas,PANW,Mar 1,18,359,19.9,0.04,0.66
Zilvinas Speteliunas,Spekoliunas,HPQ,Feb 23,18,341,18.9,0.04,0.63
Zilvinas Speteliunas,Spekoliunas,ZUMZ,Mar 10,18,269,14.9,0.15,0.66
Zilvinas Speteliunas,Spekoliunas,CCL,Jan 25,18,345,19.2,0.18,0.65
Zilvinas Speteliunas,Spekoliunas,GME,Dec 8,18,165,9.2,0.22,0.61
Zilvinas Speteliunas,Spekoliunas,BKNG,Mar 2,18,353,19.6,0.08,0.66
Zilvinas Speteliunas,Spekoliunas,LULU,Dec 9,18,432,24,0.05,0.72
Zilvinas Speteliunas,Spekoliunas,WMT,Feb 17,18,290,16.1,0.02,0.66
Zilvinas Speteliunas,Spekoliunas,RTX,Jan 25,18,404,22.4,0.06,0.63
Zilvinas Speteliunas,Spekoliunas,NKE,Dec 20,18,340,18.9,0.10,0.63
Zilvinas Speteliunas,Spekoliunas,SYNA,Feb 10,18,269,14.9,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,GPRO,Feb 3,18,271,15.1,0.25,0.63
Zilvinas Speteliunas,Spekoliunas,MSI,Feb 3,18,443,24.6,0.03,0.70
Zilvinas Speteliunas,Spekoliunas,SATS,Feb 24,18,215,11.9,0.37,0.53
Zilvinas Speteliunas,Spekoliunas,FFIV,Jan 26,18,324,18,0.02,0.60
Zilvinas Speteliunas,Spekoliunas,PENN,Feb 3,18,221,12.3,0.22,0.61
Zilvinas Speteliunas,Spekoliunas,SWBI,Mar 3,18,201,11.2,0.21,0.55
Zilvinas Speteliunas,Spekoliunas,HUBS,Feb 15,19,495,26.1,0.16,0.70
Zilvinas Speteliunas,Spekoliunas,TWLO,Feb 15,19,480,25.3,0.29,0.68
Zilvinas Speteliunas,Spekoliunas,EMKR,Feb 8,19,297,15.6,0.21,0.67
Zilvinas Speteliunas,Spekoliunas,NUAN,Feb 8,19,330,17.4,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,HIMX,Feb 17,19,417,21.9,0.14,0.71
Zilvinas Speteliunas,Spekoliunas,ANET,Feb 17,18,427,23.7,0.05,0.68
Zilvinas Speteliunas,Spekoliunas,CSCO,Feb 16,18,352,19.6,0.01,0.65
Zilvinas Speteliunas,Spekoliunas,TRMB,Feb 9,18,369,20.5,0.05,0.68
Zilvinas Speteliunas,Spekoliunas,DDD,Mar 2,18,127,7.1,0.35,0.55
Zilvinas Speteliunas,Spekoliunas,TRIP,Feb 16,18,181,10.1,0.21,0.55
Zilvinas Speteliunas,Spekoliunas,BB,Dec 16,18,328,18.2,0.29,0.67
Zilvinas Speteliunas,Spekoliunas,QCOM,Feb 2,18,385,21.4,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,UI,Feb 10,18,270,15,0.11,0.54
Zilvinas Speteliunas,Spekoliunas,PANW,Mar 1,18,359,19.9,0.04,0.66
Zilvinas Speteliunas,Spekoliunas,HPQ,Feb 23,18,341,18.9,0.04,0.63
Zilvinas Speteliunas,Spekoliunas,ZUMZ,Mar 10,18,269,14.9,0.15,0.66
Zilvinas Speteliunas,Spekoliunas,CCL,Jan 25,18,345,19.2,0.18,0.65
Zilvinas Speteliunas,Spekoliunas,GME,Dec 8,18,165,9.2,0.22,0.61
Zilvinas Speteliunas,Spekoliunas,BKNG,Mar 2,18,353,19.6,0.08,0.66
Zilvinas Speteliunas,Spekoliunas,LULU,Dec 9,18,432,24,0.05,0.72
Zilvinas Speteliunas,Spekoliunas,WMT,Feb 17,18,290,16.1,0.02,0.66
Zilvinas Speteliunas,Spekoliunas,RTX,Jan 25,18,404,22.4,0.06,0.63
Zilvinas Speteliunas,Spekoliunas,NKE,Dec 20,18,340,18.9,0.10,0.63
Zilvinas Speteliunas,Spekoliunas,SYNA,Feb 10,18,269,14.9,0.05,0.66
Zilvinas Speteliunas,Spekoliunas,GPRO,Feb 3,18,271,15.1,0.25,0.63
Zilvinas Speteliunas,Spekoliunas,MSI,Feb 3,18,443,24.6,0.03,0.70
Zilvinas Speteliunas,Spekoliunas,SATS,Feb 24,18,215,11.9,0.37,0.53
Zilvinas Speteliunas,Spekoliunas,FFIV,Jan 26,18,324,18,0.02,0.60
Zilvinas Speteliunas,Spekoliunas,PENN,Feb 3,18,221,12.3,0.22,0.61
Zilvinas Speteliunas,Spekoliunas,SWBI,Mar 3,18,201,11.2,0.21,0.55
tonyyyyyyy,tonyyyyyyy,PRTA,Feb 17,1,-13,-13,0.73,0.09
tonyyyyyyy,tonyyyyyyy,JILL,Dec 13,1,18,18,0.41,0.50
tonyyyyyyy,tonyyyyyyy,MNTV,Feb 17,1,-14,-14,0.26,0.12
Analyst_2781230,Analyst_2781230,JILL,Dec 13,1,-8,-8,0.45,0.11
Michael H,mikesmurf,LNG,Mar 1,6,73,12.2,0.46,0.55
Michael H,mikesmurf,LULU,Dec 9,4,-111,-27.8,0.08,0.02
Michael H,mikesmurf,HIBB,Mar 11,4,-93,-23.3,0.33,0.08
Michael H,mikesmurf,QCOM,Feb 2,2,10,5,0.07,0.22
Michael H,mikesmurf,ABC,Feb 3,2,0,0,0.03,0.34
Michael H,mikesmurf,WYNN,Feb 10,2,36,18,0.05,0.64
Michael H,mikesmurf,ATVI,Feb 10,2,37,18.5,0.15,0.48
Michael H,mikesmurf,JLL,Feb 28,2,-9,-4.5,0.14,0.17
Michael H,mikesmurf,SCU,Feb 17,2,-50,-25,0.50,0.02
Michael H,mikesmurf,TWTR,Feb 10,2,8,4,0.13,0.38
Michael H,mikesmurf,MET,Feb 2,2,-23,-11.5,0.17,0.02
Michael H,mikesmurf,CBRE,Feb 11,2,-17,-8.5,0.03,0.37
Michael H,mikesmurf,AMZN,Feb 3,2,3,1.5,0.29,0.64
Michael H,mikesmurf,CPRI,Feb 9,2,23,11.5,0.10,0.54
Michael H,mikesmurf,CNX,Feb 1,2,19,9.5,0.61,0.46
Michael H,mikesmurf,LVS,Jan 26,1,5,5,0.19,0.43
Michael H,mikesmurf,H,Feb 16,1,-6,-6,0.51,0.67
Michael H,mikesmurf,GIL,Feb 24,1,18,18,0.17,0.23
Michael H,mikesmurf,MLCO,Feb 24,1,-4,-4,0.14,0.70
Michael H,mikesmurf,AMC,Mar 3,1,30,30,0.10,0.60
Michael H,mikesmurf,SHOO,Mar 1,1,-26,-26,0.17,0.03
Michael H,mikesmurf,SPB,Feb 4,1,5,5,0.21,0.21
Michael H,mikesmurf,GME,Dec 8,1,-6,-6,0.04,0.54
Michael H,mikesmurf,BKNG,Mar 2,1,27,27,0.09,0.69
Michael H,mikesmurf,EXPE,Feb 10,1,29,29,0.26,0.63
Michael H,mikesmurf,TRIP,Feb 16,1,-12,-12,0.36,0.30
Michael H,mikesmurf,BABA,Feb 2,1,-7,-7,0.52,0.57
Michael H,mikesmurf,NGD,Feb 17,1,-9,-9,0.19,0.50
Michael H,mikesmurf,AZO,Mar 1,1,-17,-17,0.02,0.13
Michael H,mikesmurf,DIS,Feb 8,1,-2,-2,0.25,0.79
Analyst_2417342,Analyst_2417342,BEP,Feb 3,1,5,5,0.54,0.16
Analyst_7934369,Analyst_7934369,BEP,Feb 3,1,7,7,0.51,0.74
Analyst_9761791,Analyst_9761791,BEP,Feb 3,4,-32,-8,0.63,0.18
Analyst_9761791,Analyst_9761791,GOOGL,Feb 2,1,39,39,0.02,1.00
Analyst_9761791,Analyst_9761791,ADBE,Dec 16,1,-11,-11,0.05,0.06
Analyst_9761791,Analyst_9761791,NLS,Feb 21,1,-8,-8,0.15,0.41
Philip Mascherino,Megaannum,FB,Feb 2,26,499,19.2,0.06,0.65
Philip Mascherino,Megaannum,MSFT,Jan 27,25,561,22.4,0.05,0.69
Philip Mascherino,Megaannum,AMZN,Feb 3,25,257,10.3,0.24,0.46
Philip Mascherino,Megaannum,GOOGL,Feb 2,24,276,11.5,0.06,0.56
Philip Mascherino,Megaannum,V,Feb 3,22,330,15,0.03,0.55
Philip Mascherino,Megaannum,AAPL,Feb 1,21,361,17.2,0.04,0.59
Philip Mascherino,Megaannum,MA,Feb 3,20,280,14,0.04,0.51
Philip Mascherino,Megaannum,BKNG,Mar 2,20,301,15.1,0.03,0.64
Philip Mascherino,Megaannum,AKAM,Feb 15,20,444,22.2,0.02,0.63
Philip Mascherino,Megaannum,FTNT,Feb 9,20,375,18.8,0.06,0.60
Philip Mascherino,Megaannum,YELP,Feb 9,20,228,11.4,0.37,0.59
Philip Mascherino,Megaannum,EBAY,Feb 2,20,336,16.8,0.01,0.64
Philip Mascherino,Megaannum,LULU,Dec 9,20,516,25.8,0.04,0.71
Philip Mascherino,Megaannum,MS,Jan 20,19,412,21.7,0.10,0.70
Philip Mascherino,Megaannum,ADBE,Dec 16,19,478,25.2,0.03,0.68
Philip Mascherino,Megaannum,BIDU,Feb 24,19,283,14.9,0.09,0.62
Philip Mascherino,Megaannum,TWTR,Feb 10,19,220,11.6,0.20,0.52
Philip Mascherino,Megaannum,AMBA,Mar 3,18,476,26.4,0.10,0.67
Philip Mascherino,Megaannum,AXP,Jan 20,18,343,19.1,0.04,0.68
Philip Mascherino,Megaannum,PANW,Mar 1,18,418,23.2,0.04,0.72
Philip Mascherino,Megaannum,CSCO,Feb 16,18,539,29.9,0.01,0.70
Philip Mascherino,Megaannum,INTC,Jan 26,18,372,20.7,0.05,0.68
Philip Mascherino,Megaannum,WDAY,Feb 28,18,404,22.4,0.20,0.66
Philip Mascherino,Megaannum,IBM,Jan 24,17,305,17.9,0.02,0.64
Philip Mascherino,Megaannum,LRCX,Jan 26,17,480,27.4,0.02,0.61
Philip Mascherino,Megaannum,DIS,Feb 8,17,148,8.7,0.07,0.48
