name,userName,ticker,quarter,report,published,eps,revenue
guillermop92,guillermop92,DVN,Q4 2021,"Feb 15, 2022 AMC","Mar 31, 2021 251 days ago",0.54,"2,771"
guillermop92,guillermop92,AMAT,Q1 2022,"Feb 16, 2022 AMC","Mar 31, 2021 251 days ago",1.51,"5,475"
guillermop92,guillermop92,GTLS,Q4 2021,"Feb 24, 2022 BMO","Mar 31, 2021 251 days ago",0.88,326.65
guillermop92,guillermop92,TRGP,Q4 2021,"Feb 24, 2022 BMO","Apr 6, 2021 245 days ago",0.36,"2,703"
guillermop92,guillermop92,BIDU,Q4 2021,"Feb 24, 2022 BMO","Apr 6, 2021 245 days ago",3.09,"5,320"
guillermop92,guillermop92,SEM,Q4 2021,"Feb 24, 2022 AMC","Apr 6, 2021 245 days ago",0.54,"1,455"
guillermop92,guillermop92,MTZ,Q4 2021,"Feb 24, 2022 AMC","Apr 6, 2021 245 days ago",1.52,"2,100"
guillermop92,guillermop92,SE,Q4 2021,"Mar 1, 2022 BMO","Mar 31, 2021 251 days ago",-0.51,"2,598"
guillermop92,guillermop92,GEF,Q1 2022,"Mar 2, 2022 AMC","Apr 6, 2021 245 days ago",0.8,"1,100"
guillermop92,guillermop92,SQ,Q4 2021,"Mar 2, 2022 AMC","Mar 31, 2021 251 days ago",0.22,"3,567"
francescozunino,francescozunino,TWTR,Q4 2021,"Feb 10, 2022 AMC","Nov 24, 2021",0.38,"1,688"
Analyst_8096201,Analyst_8096201,RH,Q3 2021,"Dec 8, 2021 AMC","Jun 19, 2021 172 days ago",6.15,955
Analyst_8096201,Analyst_8096201,MSFT,Q2 2022,"Jan 27, 2022 AMC","Oct 8, 2021 60 days ago",2.75,"51,900"
Analyst_8096201,Analyst_8096201,AAPL,Q1 2022,"Feb 1, 2022 AMC","Oct 8, 2021 60 days ago",2.2,"125,500"
Analyst_8096201,Analyst_8096201,FB,Q4 2021,"Feb 2, 2022 AMC","Oct 8, 2021 60 days ago",5.25,"36,500"
Analyst_8096201,Analyst_8096201,TSLA,Q4 2021,"Feb 2, 2022 AMC","Oct 8, 2021 60 days ago",2.25,"16,500"
Analyst_8096201,Analyst_8096201,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Oct 8, 2021 60 days ago",31.3,"62,400"
Analyst_8096201,Analyst_8096201,ALGN,Q4 2021,"Feb 3, 2022 AMC","Oct 8, 2021 61 days ago",3.15,"1,060"
Analyst_8096201,Analyst_8096201,AMZN,Q4 2021,"Feb 3, 2022 AMC","May 23, 2021 198 days ago",12.5,"115,000"
Analyst_8096201,Analyst_8096201,COIN,Q4 2021,"Feb 10, 2022 AMC","Oct 8, 2021 61 days ago",1.95,"1,650"
Analyst_8096201,Analyst_8096201,OXY,Q4 2021,"Feb 15, 2022 AMC","Oct 8, 2021 61 days ago",0.66,"6,350"
Analyst_8096201,Analyst_8096201,AMAT,Q1 2022,"Feb 16, 2022 AMC","Jul 18, 2021 142 days ago",1.95,"6,300"
Analyst_8096201,Analyst_8096201,NVDA,Q4 2022,"Feb 17, 2022 AMC","Jul 18, 2021 142 days ago",0.81,"6,320"
Analyst_8096201,Analyst_8096201,ZM,Q4 2022,"Mar 9, 2022 AMC","Oct 8, 2021 61 days ago",1.2,"1,155"
Analyst_8096201,Analyst_8096201,DOCU,Q4 2022,"Mar 17, 2022 AMC","Oct 8, 2021 60 days ago",0.48,595
Analyst_8096201,Analyst_8096201,RH,Q4 2021,"Mar 29, 2022 AMC","Jun 19, 2021 172 days ago",5.95,905
Analyst_8096201,Analyst_8096201,GOOGL,Q1 2022,"Apr 27, 2022 AMC","Oct 8, 2021 60 days ago",29.25,"59,500"
Analyst_8096201,Analyst_8096201,ALGN,Q1 2022,"Apr 27, 2022 AMC","Oct 8, 2021 61 days ago",3.3,"1,125"
Analyst_8096201,Analyst_8096201,FB,Q1 2022,"Apr 27, 2022 AMC","Oct 8, 2021 60 days ago",5.1,"34,500"
Analyst_8096201,Analyst_8096201,AMZN,Q1 2022,"Apr 28, 2022 AMC","May 23, 2021 198 days ago",14.5,"120,000"
Analyst_8096201,Analyst_8096201,MSFT,Q3 2022,"Apr 28, 2022 AMC","Oct 8, 2021 60 days ago",2.95,"51,500"
Analyst_8096201,Analyst_8096201,AAPL,Q2 2022,"May 3, 2022 AMC","Oct 8, 2021 60 days ago",1.65,"95,500"
Analyst_8096201,Analyst_8096201,TSLA,Q1 2022,"May 4, 2022 AMC","Oct 8, 2021 60 days ago",2.15,"17,750"
Analyst_8096201,Analyst_8096201,OXY,Q1 2022,"May 5, 2022 AMC","Oct 8, 2021 61 days ago",0.61,"6,125"
Analyst_8096201,Analyst_8096201,NVDA,Q1 2023,"May 12, 2022 AMC","Jul 18, 2021 142 days ago",0.74,"6,150"
Analyst_8096201,Analyst_8096201,COIN,Q1 2022,"May 12, 2022 AMC","Oct 8, 2021 61 days ago",2.1,"1,750"
Analyst_8096201,Analyst_8096201,AMAT,Q2 2022,"May 19, 2022 AMC","Jul 18, 2021 142 days ago",2,"6,450"
Analyst_8096201,Analyst_8096201,RH,Q1 2022,"Jun 8, 2022 AMC","Jun 19, 2021 172 days ago",5.85,825
Analyst_8096201,Analyst_8096201,ZM,Q1 2023,"Jun 8, 2022 AMC","Oct 8, 2021 61 days ago",1.2,"1,250"
Analyst_8096201,Analyst_8096201,DOCU,Q1 2023,"Jun 9, 2022 AMC","Oct 8, 2021 60 days ago",0.53,610
Tom Telford,upandtotheright,CIEN,Q4 2021,"Dec 9, 2021 BMO","Sep 8, 2021 90 days ago",0.91,"1,035"
Tom Telford,upandtotheright,AVGO,Q4 2021,"Dec 9, 2021 AMC","Sep 8, 2021 90 days ago",7.79,"7,410"
Tom Telford,upandtotheright,NFLX,Q4 2021,"Jan 18, 2022 AMC","Nov 11, 2021",0.89,"7,774"
Tom Telford,upandtotheright,INTC,Q4 2021,"Jan 26, 2022 AMC","Nov 11, 2021",0.97,"18,380"
Tom Telford,upandtotheright,AAPL,Q1 2022,"Feb 1, 2022 AMC","Nov 10, 2021",2,"119,240"
Tom Telford,upandtotheright,FB,Q4 2021,"Feb 2, 2022 AMC","Nov 11, 2021",3.88,"33,406"
Tom Telford,upandtotheright,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Nov 11, 2021",30.32,"59,470"
Tom Telford,upandtotheright,FN,Q2 2022,"Feb 7, 2022 AMC","Nov 11, 2021",1.52,558.2
Tom Telford,upandtotheright,RDWR,Q4 2021,"Feb 9, 2022 BMO","Nov 16, 2021",0.25,76.4
Tom Telford,upandtotheright,SEDG,Q4 2021,"Feb 16, 2022 AMC","Nov 11, 2021",1.37,555.07
Tom Telford,upandtotheright,NVDA,Q4 2022,"Feb 17, 2022 AMC","Nov 23, 2021",1.22,"7,514"
Tom Telford,upandtotheright,CRM,Q4 2022,"Mar 1, 2022 AMC","Dec 1, 2021",0.79,"7,295"
Analyst_9138660,Analyst_9138660,ORCL,Q2 2022,"Dec 9, 2021 AMC","Dec 3, 2021",1.17,"10,306"
Analyst_9138660,Analyst_9138660,ADBE,Q4 2021,"Dec 16, 2021 AMC","Nov 17, 2021",3.33,"4,131"
Analyst_9138660,Analyst_9138660,NKE,Q2 2022,"Dec 20, 2021 AMC","Nov 2, 2021",0.66,"11,425"
Analyst_9138660,Analyst_9138660,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Oct 25, 2021",28.52,"60,049"
djh,djh,TSM,Q4 2021,"Jan 13, 2022 BMO","Nov 3, 2021",1.12,"15,700"
djh,djh,NFLX,Q4 2021,"Jan 18, 2022 AMC","Oct 20, 2021 49 days ago",0.8,"7,700"
djh,djh,DOCS,Q3 2022,"Jan 28, 2022 AMC","Nov 9, 2021",0.2,87
djh,djh,IPGP,Q4 2021,"Feb 15, 2022 BMO","Nov 19, 2021",1.3,360
djh,djh,RBLX,Q4 2021,"Feb 24, 2022 AMC","Nov 10, 2021",-0.1,600
djh,djh,PTRA,Q4 2021,"Feb 25, 2022 AMC","Nov 12, 2021",0.01,70
DK321722,DK321722,ITGR,Q4 2021,"Feb 24, 2022 BMO","Feb 24, 2020 653 days ago",1.51,348.1
NR802552,NR802552,SYK,Q4 2021,"Jan 25, 2022 AMC","Mar 5, 2020 643 days ago",3.04,"4,741"
NR802552,NR802552,ZBH,Q4 2021,"Feb 1, 2022 BMO","Mar 5, 2020 643 days ago",2.57,"2,255"
NR802552,NR802552,ALGN,Q4 2021,"Feb 3, 2022 AMC","Mar 5, 2020 643 days ago",2.72,
NR802552,NR802552,ITGR,Q4 2021,"Feb 24, 2022 BMO","Mar 5, 2020 643 days ago",1.51,348.1
Analyst_3670895,Analyst_3670895,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Oct 24, 2021",25.7,"58,349"
Analyst_3670895,Analyst_3670895,GOOGL,Q1 2022,"Apr 27, 2022 AMC","Oct 24, 2021",24.12,"54,717"
Analyst_3670895,Analyst_3670895,GOOGL,Q2 2022,"Jul 28, 2022 AMC","Oct 24, 2021",25.89,"58,384"
Analyst_193763,Analyst_193763,PYPL,Q4 2021,"Feb 2, 2022 AMC","Nov 22, 2021",1.11,"6,800"
Analyst_193763,Analyst_193763,AMZN,Q4 2021,"Feb 3, 2022 AMC","Nov 12, 2021",4.5,"138,000"
Analyst_193763,Analyst_193763,NVDA,Q4 2022,"Feb 17, 2022 AMC","Nov 22, 2021",1.05,"7,392"
Leigh Drogen,LDrogen,ABNB,Q4 2021,"Feb 24, 2022 AMC","Apr 30, 2021 221 days ago",0.31,"1,450"
Leigh Drogen,LDrogen,DOCU,Q4 2022,"Mar 17, 2022 AMC","Jun 12, 2021 179 days ago",0.56,616
Leigh Drogen,LDrogen,DOCU,Q1 2023,"Jun 9, 2022 AMC","Jun 12, 2021 179 days ago",0.63,658
Analyst_9402829,Analyst_9402829,NFLX,Q4 2021,"Jan 18, 2022 AMC","Aug 2, 2021 127 days ago",1.13,"7,680"
Analyst_9402829,Analyst_9402829,X,Q4 2021,"Feb 2, 2022 AMC","Aug 2, 2021 127 days ago",3.25,"4,933"
Analyst_9402829,Analyst_9402829,AMZN,Q4 2021,"Feb 3, 2022 AMC","Aug 2, 2021 127 days ago",12.87,"143,630"
Analyst_9402829,Analyst_9402829,SQ,Q4 2021,"Mar 2, 2022 AMC","Aug 2, 2021 127 days ago",0.46,"4,955"
Analyst_9402829,Analyst_9402829,NFLX,Q1 2022,"Apr 18, 2022 AMC","Aug 2, 2021 127 days ago",3.45,"8,169"
Analyst_9402829,Analyst_9402829,X,Q1 2022,"Apr 26, 2022 AMC","Aug 2, 2021 127 days ago",2.1,"4,348"
Analyst_9402829,Analyst_9402829,AMZN,Q1 2022,"Apr 28, 2022 AMC","Aug 2, 2021 127 days ago",17.26,"125,767"
Analyst_9402829,Analyst_9402829,SQ,Q1 2022,"May 4, 2022 AMC","Aug 2, 2021 127 days ago",0.45,"5,175"
Analyst_9402829,Analyst_9402829,NFLX,Q2 2022,"Jul 18, 2022 AMC","Aug 2, 2021 127 days ago",3.56,"8,461"
Analyst_9402829,Analyst_9402829,X,Q2 2022,"Jul 26, 2022 AMC","Aug 2, 2021 127 days ago",1.45,"4,033"
Analyst_9402829,Analyst_9402829,AMZN,Q2 2022,"Jul 28, 2022 AMC","Aug 2, 2021 127 days ago",16.86,"133,651"
Analyst_9402829,Analyst_9402829,SQ,Q2 2022,"Aug 3, 2022 AMC","Aug 2, 2021 127 days ago",0.5,"5,560"
Vladimir Solodukhin,SOLO,CIEN,Q4 2021,"Dec 9, 2021 BMO","Dec 8, 2021",0.91,"1,052"
Vladimir Solodukhin,SOLO,AVGO,Q4 2021,"Dec 9, 2021 AMC","Dec 2, 2021",7.88,"7,465"
Vladimir Solodukhin,SOLO,ASML,Q4 2021,"Jan 19, 2022 BMO","Oct 20, 2021 49 days ago",4.65,"6,220"
Vladimir Solodukhin,SOLO,LITE,Q2 2022,"Feb 8, 2022 BMO","Nov 4, 2021",1.52,445
Vladimir Solodukhin,SOLO,IT,Q4 2021,"Feb 8, 2022 BMO","Nov 2, 2021",2.01,"1,214"
Vladimir Solodukhin,SOLO,HPE,Q1 2022,"Feb 24, 2022 AMC","Dec 5, 2021",0.47,"7,069"
Vladimir Solodukhin,SOLO,MRVL,Q4 2022,"Mar 10, 2022 AMC","Dec 3, 2021",0.49,"1,279"
Vladimir Solodukhin,SOLO,WSM,Q4 2021,"Mar 16, 2022 AMC","Nov 24, 2021",4.72,"2,620"
Bob Ya,Analyst_153032,ADBE,Q4 2021,"Dec 16, 2021 AMC","Oct 13, 2021 55 days ago",3.26,"4,150"
Bob Ya,Analyst_153032,AMAT,Q1 2022,"Feb 16, 2022 AMC","Dec 7, 2021",1.91,"6,348"
Bob Ya,Analyst_153032,RBLX,Q4 2021,"Feb 24, 2022 AMC","Nov 29, 2021",0.03,790.13
Bob Ya,Analyst_153032,CROX,Q4 2021,"Mar 2, 2022 BMO","Dec 7, 2021",1.42,565.99
Bob Ya,Analyst_153032,MRNA,Q4 2021,"Mar 9, 2022 BMO","Dec 7, 2021",8.98,"6,300"
Bob Ya,Analyst_153032,MRVL,Q4 2022,"Mar 10, 2022 AMC","Dec 7, 2021",0.5,"1,340"
Analyst_8879309,Analyst_8879309,AMAT,Q1 2022,"Feb 16, 2022 AMC","Nov 29, 2021",2,"6,396"
contract21,contract21,AVGO,Q4 2021,"Dec 9, 2021 AMC","Nov 15, 2021",7.79,"7,384"
contract21,contract21,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 1, 2021",2.7,"49,352"
contract21,contract21,ON,Q4 2021,"Feb 4, 2022 BMO","Nov 1, 2021",0.78,"1,742"
Pavel,Pavel_Kaleda,PFSW,Q2 2021,"Dec 10, 2021 BMO","Nov 25, 2021",0.2,95
Pavel,Pavel_Kaleda,TCOM,Q3 2021,"Dec 15, 2021 AMC","Nov 30, 2021",0.15,844
Pavel,Pavel_Kaleda,NFLX,Q4 2021,"Jan 18, 2022 AMC","Nov 26, 2021",2.4,"7,820"
Pavel,Pavel_Kaleda,AMD,Q4 2021,"Feb 1, 2022 AMC","Nov 23, 2021",0.77,"4,521"
Pavel,Pavel_Kaleda,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Nov 26, 2021",28.4,"57,062"
Pavel,Pavel_Kaleda,DIS,Q1 2022,"Feb 8, 2022 AMC","Nov 30, 2021",0.55,"20,042"
Pavel,Pavel_Kaleda,FOXA,Q2 2022,"Feb 9, 2022 AMC","Nov 30, 2021",0.45,"4,108"
Pavel,Pavel_Kaleda,LUMN,Q4 2021,"Feb 9, 2022 AMC","Nov 30, 2021",0.49,"4,877"
Pavel,Pavel_Kaleda,TMUS,Q4 2021,"Feb 10, 2022 AMC","Nov 30, 2021",0.4,"20,626"
Pavel,Pavel_Kaleda,VIAC,Q4 2021,"Feb 17, 2022 BMO","Nov 30, 2021",0.66,"7,292"
Pavel,Pavel_Kaleda,NVDA,Q4 2022,"Feb 17, 2022 AMC","Nov 23, 2021",0.98,"7,262"
Pavel,Pavel_Kaleda,DISCA,Q4 2021,"Mar 1, 2022 BMO","Nov 30, 2021",0.75,"3,099"
Pavel,Pavel_Kaleda,CRM,Q4 2022,"Mar 1, 2022 AMC","Nov 30, 2021",1.21,"7,275"
Pavel,Pavel_Kaleda,SPLK,Q4 2022,"Mar 3, 2022 AMC","Nov 30, 2021",0.17,846
Pavel,Pavel_Kaleda,OOMA,Q4 2022,"Mar 8, 2022 AMC","Nov 25, 2021",0.16,49.3
Pavel,Pavel_Kaleda,CTRN,Q4 2021,"Mar 18, 2022 BMO","Nov 30, 2021",1.44,263.94
Pavel,Pavel_Kaleda,GOOGL,Q1 2022,"Apr 27, 2022 AMC","Nov 26, 2021",27.96,"55,724"
Pavel,Pavel_Kaleda,AMD,Q1 2022,"May 3, 2022 AMC","Nov 23, 2021",0.76,"4,340"
Pavel,Pavel_Kaleda,AMD,Q2 2022,"Jul 26, 2022 AMC","Nov 23, 2021",0.78,"4,558"
Pavel,Pavel_Kaleda,AMD,Q3 2022,"Oct 25, 2022 AMC","Nov 23, 2021",0.91,"5,029"
Analyst_5178017,Analyst_5178017,MU,Q1 2022,"Dec 20, 2021 AMC","Dec 2, 2021",2.37,"7,877"
Analyst_5178017,Analyst_5178017,JPM,Q4 2021,"Jan 14, 2022 BMO","Nov 19, 2021",2.97,"29,828"
Analyst_5178017,Analyst_5178017,NFLX,Q4 2021,"Jan 18, 2022 AMC","Nov 21, 2021",0.92,"7,800"
Analyst_5178017,Analyst_5178017,MS,Q4 2021,"Jan 20, 2022 BMO","Nov 19, 2021",1.94,"14,739"
Analyst_5178017,Analyst_5178017,AMD,Q4 2021,"Feb 1, 2022 AMC","Dec 2, 2021",0.87,"4,737"
Analyst_5178017,Analyst_5178017,TSLA,Q4 2021,"Feb 2, 2022 AMC","Nov 21, 2021",1.97,"15,575"
Analyst_5178017,Analyst_5178017,OXY,Q4 2021,"Feb 15, 2022 AMC","Nov 19, 2021",1.07,"7,371"
Analyst_5178017,Analyst_5178017,NVDA,Q4 2022,"Feb 17, 2022 AMC","Nov 21, 2021",1.04,"7,392"
Analyst_5178017,Analyst_5178017,BOX,Q4 2022,"Mar 2, 2022 AMC","Dec 1, 2021",0.25,229.74
Analyst_5178017,Analyst_5178017,SNOW,Q4 2022,"Mar 2, 2022 AMC","Dec 2, 2021",0.07,387.88
Analyst_5178017,Analyst_5178017,MRVL,Q4 2022,"Mar 10, 2022 AMC","Dec 3, 2021",0.54,"1,297"
Analyst_5178017,Analyst_5178017,CRWD,Q4 2022,"Mar 24, 2022 AMC","Dec 2, 2021",0.24,417.87
stig55,stig55,FDX,Q2 2022,"Dec 16, 2021 AMC","Oct 26, 2021",4.3,"22,502"
stig55,stig55,WGO,Q1 2022,"Dec 17, 2021 BMO","Dec 6, 2021",2.35,"1,035"
stig55,stig55,MU,Q1 2022,"Dec 20, 2021 AMC","Nov 3, 2021",2.12,"7,684"
stig55,stig55,AMD,Q4 2021,"Feb 1, 2022 AMC","Oct 13, 2021 56 days ago",0.72,"4,191"
stig55,stig55,THO,Q2 2022,"Mar 7, 2022 BMO","Dec 8, 2021",2.9,"3,350"
stig55,stig55,MRNA,Q4 2021,"Mar 9, 2022 BMO","Oct 26, 2021",10.85,"7,520"
JavierMS,JavierMS,MU,Q1 2022,"Dec 20, 2021 AMC","Mar 28, 2021 254 days ago",2.19,"8,210"
"Dominick Gabriele, CFA",Oppenheimer_65,AXP,Q4 2021,"Jan 20, 2022 BMO","Oct 22, 2021 46 days ago",1.71,
"Dominick Gabriele, CFA",Oppenheimer_65,COF,Q4 2021,"Jan 25, 2022 AMC","Nov 1, 2021",5.59,
"Dominick Gabriele, CFA",Oppenheimer_65,DFS,Q4 2021,"Jan 26, 2022 AMC","Oct 21, 2021 47 days ago",4.19,
"Dominick Gabriele, CFA",Oppenheimer_65,ADS,Q4 2021,"Jan 27, 2022 BMO","Oct 28, 2021",2.67,
"Dominick Gabriele, CFA",Oppenheimer_65,SYF,Q4 2021,"Jan 28, 2022 BMO","Oct 19, 2021 49 days ago",1.33,
"Dominick Gabriele, CFA",Oppenheimer_65,CACC,Q4 2021,"Jan 31, 2022 AMC","Feb 2, 2020 674 days ago",8.21,
"Dominick Gabriele, CFA",Oppenheimer_65,PYPL,Q4 2021,"Feb 2, 2022 AMC","Nov 9, 2021 29 days ago",1.12,7.36
"Dominick Gabriele, CFA",Oppenheimer_65,MA,Q4 2021,"Feb 3, 2022 BMO","Oct 25, 2021 44 days ago",2.16,5.1
"Dominick Gabriele, CFA",Oppenheimer_65,V,Q1 2022,"Feb 3, 2022 AMC","Dec 7, 2021",1.7,
"Dominick Gabriele, CFA",Oppenheimer_65,FIS,Q4 2021,"Feb 8, 2022 BMO","Nov 4, 2021 33 days ago",1.87,3.53
"Dominick Gabriele, CFA",Oppenheimer_65,JKHY,Q2 2022,"Feb 8, 2022 AMC","Nov 9, 2021",0.97,
"Dominick Gabriele, CFA",Oppenheimer_65,FISV,Q4 2021,"Feb 9, 2022 BMO","Nov 1, 2021 37 days ago",1.54,3.77
"Dominick Gabriele, CFA",Oppenheimer_65,BKI,Q4 2021,"Feb 16, 2022 BMO","Nov 8, 2021 29 days ago",0.63,371.2
"Dominick Gabriele, CFA",Oppenheimer_65,GPN,Q4 2021,"Feb 16, 2022 BMO","Nov 2, 2021 35 days ago",2.11,1.87
"Dominick Gabriele, CFA",Oppenheimer_65,ECPG,Q4 2021,"Feb 23, 2022 AMC","Jan 4, 2021 337 days ago",-7.77778E+17,
"Dominick Gabriele, CFA",Oppenheimer_65,PRAA,Q4 2021,"Feb 28, 2022 AMC","Jan 4, 2021 337 days ago",-1E+18,
"Dominick Gabriele, CFA",Oppenheimer_65,SQ,Q4 2021,"Mar 2, 2022 AMC","Apr 16, 2021 235 days ago",0.48,1.25
"Dominick Gabriele, CFA",Oppenheimer_65,AXP,Q1 2022,"Apr 20, 2022 BMO","Oct 22, 2021 46 days ago",2.54,
"Dominick Gabriele, CFA",Oppenheimer_65,ADS,Q1 2022,"Apr 21, 2022 BMO","Oct 28, 2021",3.03,
"Dominick Gabriele, CFA",Oppenheimer_65,SYF,Q1 2022,"Apr 22, 2022 BMO","Oct 19, 2021 49 days ago",1.44,
"Dominick Gabriele, CFA",Oppenheimer_65,COF,Q1 2022,"Apr 26, 2022 AMC","Nov 1, 2021",5.75,
"Dominick Gabriele, CFA",Oppenheimer_65,V,Q2 2022,"Apr 27, 2022 AMC","Dec 7, 2021",1.66,
"Dominick Gabriele, CFA",Oppenheimer_65,PYPL,Q1 2022,"Apr 27, 2022 AMC","Nov 9, 2021",1.17,
"Dominick Gabriele, CFA",Oppenheimer_65,DFS,Q1 2022,"Apr 28, 2022 AMC","Oct 21, 2021 47 days ago",4.1,
"Dominick Gabriele, CFA",Oppenheimer_65,MA,Q1 2022,"May 3, 2022 BMO","Oct 28, 2021",2.21,
"Dominick Gabriele, CFA",Oppenheimer_65,FISV,Q1 2022,"May 3, 2022 BMO","Nov 1, 2021",1.31,
"Dominick Gabriele, CFA",Oppenheimer_65,FIS,Q1 2022,"May 3, 2022 BMO","Nov 4, 2021",1.52,
"Dominick Gabriele, CFA",Oppenheimer_65,JKHY,Q3 2022,"May 3, 2022 AMC","Nov 9, 2021",0.96,
"Dominick Gabriele, CFA",Oppenheimer_65,GPN,Q1 2022,"May 5, 2022 BMO","Nov 2, 2021",2.13,
"Dominick Gabriele, CFA",Oppenheimer_65,BKI,Q1 2022,"May 10, 2022 BMO","Nov 8, 2021",0.64,
"Dominick Gabriele, CFA",Oppenheimer_65,AXP,Q2 2022,"Jul 20, 2022 BMO","Oct 22, 2021 46 days ago",2.33,
"Dominick Gabriele, CFA",Oppenheimer_65,ADS,Q2 2022,"Jul 21, 2022 BMO","Oct 28, 2021",3.63,
"Dominick Gabriele, CFA",Oppenheimer_65,COF,Q2 2022,"Jul 21, 2022 AMC","Nov 1, 2021",4.94,
"Dominick Gabriele, CFA",Oppenheimer_65,SYF,Q2 2022,"Jul 22, 2022 BMO","Oct 19, 2021 49 days ago",2.08,
"Dominick Gabriele, CFA",Oppenheimer_65,V,Q3 2022,"Jul 26, 2022 AMC","Dec 7, 2021",1.79,
"Dominick Gabriele, CFA",Oppenheimer_65,DFS,Q2 2022,"Jul 27, 2022 AMC","Oct 21, 2021 47 days ago",4.09,
"Dominick Gabriele, CFA",Oppenheimer_65,PYPL,Q2 2022,"Jul 27, 2022 AMC","Nov 9, 2021",1.32,
"Dominick Gabriele, CFA",Oppenheimer_65,MA,Q2 2022,"Jul 28, 2022 BMO","Oct 28, 2021",2.45,
"Dominick Gabriele, CFA",Oppenheimer_65,FIS,Q2 2022,"Aug 2, 2022 BMO","Nov 4, 2021",1.84,
"Dominick Gabriele, CFA",Oppenheimer_65,FISV,Q2 2022,"Aug 2, 2022 BMO","Nov 1, 2021",1.61,
"Dominick Gabriele, CFA",Oppenheimer_65,BKI,Q2 2022,"Aug 3, 2022 BMO","Nov 8, 2021",0.67,
"Dominick Gabriele, CFA",Oppenheimer_65,GPN,Q2 2022,"Aug 4, 2022 BMO","Nov 2, 2021",2.45,
"Dominick Gabriele, CFA",Oppenheimer_65,JKHY,Q4 2022,"Aug 16, 2022 AMC","Nov 9, 2021",1,
"Dominick Gabriele, CFA",Oppenheimer_65,AXP,Q3 2022,"Oct 19, 2022 BMO","Oct 22, 2021 46 days ago",2.59,
"Dominick Gabriele, CFA",Oppenheimer_65,ADS,Q3 2022,"Oct 20, 2022 BMO","Oct 28, 2021",3.54,
"Dominick Gabriele, CFA",Oppenheimer_65,PYPL,Q3 2022,"Oct 20, 2022 AMC","Nov 9, 2021",1.22,
"Dominick Gabriele, CFA",Oppenheimer_65,SYF,Q3 2022,"Oct 21, 2022 BMO","Oct 19, 2021 49 days ago",1.52,
"Dominick Gabriele, CFA",Oppenheimer_65,DFS,Q3 2022,"Oct 25, 2022 AMC","Oct 21, 2021 47 days ago",2.72,
"Dominick Gabriele, CFA",Oppenheimer_65,COF,Q3 2022,"Oct 25, 2022 AMC","Nov 1, 2021",4.36,
"Dominick Gabriele, CFA",Oppenheimer_65,V,Q4 2022,"Oct 26, 2022 AMC","Oct 27, 2021",1.93,
Serge Belanger,Needham_23,CYTK,Q4 2021,"Feb 17, 2022 AMC","Nov 4, 2021",-0.85,6.5
Serge Belanger,Needham_23,BCRX,Q4 2021,"Feb 23, 2022 BMO","Nov 4, 2021 34 days ago",-0.36,43
Serge Belanger,Needham_23,PCRX,Q4 2021,"Feb 24, 2022 BMO","Dec 8, 2021",0.85,146.63
Serge Belanger,Needham_23,AERI,Q4 2021,"Mar 1, 2022 AMC","Nov 5, 2021",-0.66,32.67
Serge Belanger,Needham_23,RVNC,Q4 2021,"Mar 2, 2022 AMC","Nov 10, 2021",-1,23
Serge Belanger,Needham_23,OMER,Q4 2021,"Mar 3, 2022 AMC","Nov 10, 2021 28 days ago",-0.33,33.68
Serge Belanger,Needham_23,XENE,Q4 2021,"Mar 9, 2022 AMC","Nov 11, 2021 27 days ago",-0.16,18
Serge Belanger,Needham_23,COLL,Q4 2021,"Mar 10, 2022 AMC","Nov 12, 2021",1,81.09
Serge Belanger,Needham_23,ZGNX,Q4 2021,"Mar 10, 2022 AMC","Aug 6, 2021 124 days ago",-0.82,37.4
Serge Belanger,Needham_23,ZYNE,Q4 2021,"Mar 14, 2022 BMO","Nov 15, 2021 23 days ago",-0.27,0
Serge Belanger,Needham_23,AMPH,Q4 2021,"Mar 14, 2022 AMC","Nov 9, 2021",0.36,112.5
"Salvator Tiano, CFA",GHS_47,SLGN,Q4 2021,"Feb 1, 2022 BMO","Oct 28, 2021",0.74,"1,395"
"Salvator Tiano, CFA",GHS_47,BLL,Q4 2021,"Feb 3, 2022 BMO","Nov 5, 2021",0.9,"3,660"
"Salvator Tiano, CFA",GHS_47,BERY,Q1 2022,"Feb 4, 2022 BMO","Nov 19, 2021",1.36,"3,045"
"Salvator Tiano, CFA",GHS_47,OI,Q4 2021,"Feb 8, 2022 AMC","Oct 27, 2021",0.35,"1,510"
"Salvator Tiano, CFA",GHS_47,CCK,Q4 2021,"Feb 9, 2022 AMC","Oct 27, 2021",1.53,"2,848"
"Salvator Tiano, CFA",GHS_47,SON,Q4 2021,"Feb 10, 2022 BMO","Oct 22, 2021 47 days ago",0.87,"1,442"
"Salvator Tiano, CFA",GHS_47,SEE,Q4 2021,"Feb 10, 2022 BMO","Nov 3, 2021",1.11,"1,498"
"Salvator Tiano, CFA",GHS_47,AMCR,Q2 2022,"Feb 15, 2022 AMC","Nov 3, 2021",0.18,"3,378"
"Salvator Tiano, CFA",GHS_47,ATR,Q4 2021,"Feb 16, 2022 AMC","Nov 1, 2021",0.93,811.37
